,Calories,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Sugars,Sugar Alcohol,Protein,Vitamin A,Vitamin C,Calcium,Iron,class
1519,70.0,1,0.2,0.0,0.0,0.0,0,200.0,18.0,5.0,1.0,0,4.0,0,0,10,8,0
1520,70.0,1,0.4,0.0,0.0,0.0,0,165.0,18.0,6.0,0.0,0,4.0,0,0,10,6,0
1521,110.0,2,0.0,0.0,0.0,0.0,0,180.0,20.0,3.0,3.0,0,5.0,0,0,10,15,0
1522,120.0,0,0.0,0.0,0.0,0.0,0,260.0,25.0,1.0,3.0,0,5.0,0,0,2,15,0
1523,120.0,2,0.0,0.0,0.0,0.0,0,250.0,24.0,3.0,3.0,0,4.0,0,0,10,10,0
1524,95.0,2,0.0,0.0,0.0,0.0,0,180.0,21.0,5.0,2.0,0,4.0,0,0,10,10,0
1525,140.0,2,0.0,0.0,0.0,0.0,0,280.0,27.0,2.0,4.0,0,5.0,0,0,4,15,0
1526,140.0,2,0.0,0.0,0.0,0.0,0,280.0,28.0,1.0,3.0,0,4.0,0,0,4,15,0
1527,140.0,2,0.0,0.0,0.0,0.0,0,250.0,26.0,2.0,3.0,0,5.0,0,0,4,15,0
1528,140.0,2,0.0,0.0,0.0,0.0,0,280.0,27.0,1.0,3.0,0,4.0,0,0,4,15,0
1529,80.0,2,0.0,0.0,0.0,0.0,0,160.0,16.0,1.0,1.0,0,3.0,0,0,2,8,0
1530,130.0,2,0.0,0.0,0.0,0.0,0,230.0,26.0,2.0,3.0,0,6.0,0,0,6,10,0
1531,140.0,2,0.0,0.0,0.0,0.0,0,250.0,28.0,1.0,3.0,0,4.0,0,0,4,10,0
1532,130.0,2,0.0,0.0,0.0,0.0,0,310.0,25.0,1.0,3.0,0,4.0,0,0,4,15,0
1533,100.0,1,0.0,0.0,0.0,0.0,0,210.0,19.0,1.0,2.0,0,3.0,0,0,2,6,0
1534,120.0,2,0.0,0.0,0.0,0.0,0,290.0,23.0,2.0,2.0,0,5.0,0,0,4,15,0
1535,100.0,1,0.0,0.0,0.0,0.0,0,230.0,20.0,3.0,1.0,0,5.0,0,0,6,10,0
1536,100.0,1,0.0,0.0,0.0,0.0,0,230.0,20.0,3.0,1.0,0,5.0,0,0,6,15,0
1537,110.0,1,0.0,0.0,0.0,0.0,0,190.0,23.0,3.0,5.0,0,4.0,0,0,4,2,0
1538,70.0,1,0.0,0.0,0.0,0.0,0,120.0,14.0,1.0,2.0,0,2.0,0,0,0,6,0
1539,100.0,1,0.0,0.0,0.0,0.0,0,170.0,25.0,8.0,3.0,0,6.0,0,0,6,20,0
1540,60.0,1,0.0,0.0,0.0,0.0,0,140.0,12.0,1.0,1.0,0,3.0,0,0,0,4,0
1541,110.0,1,0.0,0.0,0.0,0.0,0,210.0,26.0,7.0,2.0,0,6.0,0,0,10,35,0
1542,70.0,1,0.0,0.0,0.5,0.0,0,105.0,14.0,1.0,2.0,0,3.0,0,0,0,4,0
1543,50.0,1,0.0,0.0,0.0,0.0,0,135.0,13.0,5.0,1.0,0,3.0,0,0,0,6,0
1544,70.0,2,0.0,0.0,1.0,0.0,0,115.0,12.0,2.0,2.0,0,4.0,0,0,0,4,0
1545,100.0,1,0.0,0.0,0.0,0.0,0,180.0,21.0,4.0,3.0,0,4.0,0,0,4,6,0
1546,100.0,1,0.0,0.0,0.5,0.0,0,180.0,20.0,5.0,3.0,0,5.0,0,0,4,6,0
1547,150.0,1,0.5,0.0,0.0,0.0,0,220.0,31.0,1.0,8.0,0,5.0,0,0,6,15,0
1548,140.0,2,0.0,0.0,0.0,0.0,0,260.0,28.0,1.0,3.0,0,5.0,0,0,8,15,0
1549,140.0,1,0.0,0.0,0.0,0.0,0,270.0,29.0,1.0,2.0,0,5.0,0,0,6,15,0
1550,110.0,1,0.0,0.0,0.0,0.0,0,220.0,22.0,1.0,1.0,0,4.0,0,0,6,10,0
1551,110.0,1,0.0,0.0,0.0,0.0,0,220.0,23.0,1.0,1.0,0,4.0,0,0,6,2,0
1552,240.0,6,0.5,0.0,0.0,0.0,0,410.0,41.0,1.0,6.0,0,7.0,0,0,8,15,0
1553,170.0,3,0.0,0.0,0.0,0.0,0,320.0,32.0,1.0,5.0,0,6.0,0,0,6,15,0
1554,165.0,2,0.0,0.0,0.0,0.0,0,320.0,30.0,1.0,4.0,0,5.0,0,0,6,15,0
1555,230.0,1,0.0,0.0,0.0,0.0,0,440.0,46.0,2.0,2.0,0,8.0,0,0,6,4,0
1556,170.0,3,0.0,0.0,0.0,0.0,0,270.0,32.0,2.0,3.0,0,6.0,0,0,8,15,0
1557,190.0,4,0.5,0.0,0.0,0.0,0,370.0,34.0,1.0,4.0,0,6.0,0,0,8,15,0
1558,200.0,3,0.0,0.0,0.0,0.0,0,380.0,38.0,1.0,5.0,0,6.0,0,0,8,20,0
1559,160.0,2,0.0,0.0,0.0,0.0,0,340.0,29.0,4.0,3.0,0,7.0,0,0,6,15,0
1560,130.0,3,1.0,0.0,0.0,0.0,0,390.0,22.0,3.0,1.0,0,3.0,0,0,6,6,0
1561,250.0,2,0.0,0.0,0.0,0.0,0,410.0,50.0,4.0,12.0,0,8.0,0,0,10,15,0
1562,120.0,0,0.0,0.0,0.0,0.0,0,290.0,25.0,1.0,1.0,0,4.0,0,6,0,8,0
1563,160.0,3,0.0,0.0,0.0,0.0,0,280.0,29.0,3.0,5.0,0,6.0,0,6,2,10,0
1564,160.0,3,0.0,0.0,0.0,0.0,0,280.0,30.0,3.0,7.0,0,6.0,0,20,4,10,0
1565,150.0,3,0.0,0.0,0.0,0.0,0,20.0,25.0,1.0,1.0,0,5.0,0,0,4,10,0
1566,150.0,4,2.5,0.0,0.0,0.0,10,95.0,26.0,2.0,9.0,0,4.0,2,0,6,8,0
1567,130.0,0,0.0,0.0,0.0,0.0,0,290.0,27.0,2.0,1.0,0,5.0,2,0,2,8,0
1568,110.0,1,0.0,0.0,0.5,0.0,0,220.0,21.0,3.0,4.0,0,5.0,0,0,7,7,0
1569,90.0,1,0.0,0.0,0.0,0.0,0,160.0,19.0,1.0,1.0,0,3.0,0,0,2,4,0
1570,90.0,1,0.0,0.0,0.0,0.0,0,160.0,19.0,1.0,1.0,0,3.0,0,0,2,4,0
1571,100.0,1,0.0,0.0,0.0,0.0,0,160.0,18.0,2.0,1.0,0,3.0,0,0,2,6,0
1572,130.0,0,0.0,0.0,0.0,0.0,0,290.0,26.0,1.0,0.0,0,4.0,0,0,0,10,0
1573,80.0,1,1.0,0.0,0.0,0.0,0,160.0,15.0,1.0,1.0,0,3.0,0,0,4,6,0
1574,110.0,1,0.0,0.0,0.0,0.0,0,240.0,23.0,2.0,2.0,0,4.0,0,0,0,8,0
1575,100.0,2,0.0,0.0,0.0,0.0,0,200.0,18.0,3.0,3.0,0,4.0,0,0,4,4,0
1576,80.0,1,0.0,0.0,0.0,0.0,0,80.0,15.0,3.0,1.0,0,4.0,0,0,0,4,0
1577,170.0,2,0.0,0.0,0.0,0.0,0,170.0,34.0,6.0,0.0,0,9.0,0,0,0,10,0
1578,150.0,4,0.5,0.0,0.0,0.0,0,140.0,24.0,5.0,0.0,0,6.0,0,0,4,10,0
1579,60.0,2,0.0,0.0,0.0,0.0,0,85.0,11.0,7.0,0.0,0,6.0,0,0,15,10,0
1580,170.0,4,1.5,0.0,0.0,0.0,0,520.0,31.0,2.0,2.0,0,4.0,0,2,6,4,0
1581,45.0,1,0.0,0.0,0.0,0.0,0,100.0,10.0,2.0,4.0,0,2.0,0,0,2,4,0
1582,90.0,1,0.0,0.0,0.0,0.0,0,170.0,17.0,3.0,3.0,0,4.0,0,0,6,6,0
1583,100.0,1,0.0,0.0,0.0,0.0,0,150.0,19.0,2.0,3.0,0,3.0,0,0,3,6,0
1584,100.0,2,0.0,0.0,0.5,0.0,0,160.0,18.0,2.0,3.0,0,4.0,0,0,4,6,0
1585,110.0,1,0.0,0.0,0.0,0.0,0,159.0,21.0,3.0,4.0,0,5.0,0,0,2,6,0
1586,80.0,1,0.0,0.0,0.0,0.0,0,90.0,14.0,2.0,2.0,0,3.0,0,0,10,6,0
1587,70.0,1,0.0,0.0,0.0,0.0,0,160.0,13.0,1.0,3.0,0,2.0,0,0,4,6,0
1588,80.0,0,0.0,0.0,0.0,0.0,0,85.0,18.0,2.0,5.0,0,3.0,0,0,0,4,0
1589,170.0,2,0.0,0.0,0.0,0.0,0,170.0,34.0,3.0,0.0,0,9.0,0,0,0,10,0
1590,70.0,1,0.0,0.0,0.0,0.0,0,140.0,14.0,1.0,2.0,0,2.0,0,0,2,6,0
1591,70.0,1,0.0,0.0,0.0,0.0,0,160.0,14.0,0.5,2.0,0,2.0,0,0,8,4,0
1592,70.0,1,0.0,0.0,0.0,0.0,0,140.0,13.0,0.0,2.0,0,2.0,0,0,2,4,0
1593,130.0,2,0.0,0.0,0.5,0.0,0,240.0,25.0,1.0,3.0,0,4.0,0,0,4,10,0
1594,125.0,2,0.0,0.0,1.0,0.0,0,270.0,25.0,1.0,3.0,0,4.0,0,0,2,8,0
1595,140.0,2,0.0,0.0,1.0,0.0,0,270.0,27.0,2.0,4.0,0,5.0,0,0,25,8,0
1596,110.0,1,0.0,0.0,0.5,0.0,0,220.0,22.0,3.0,4.0,0,6.0,0,0,2,6,0
1597,70.0,1,0.0,0.0,0.0,0.0,0,135.0,15.0,1.0,2.0,0,3.0,0,0,0,6,0
1598,125.0,2,0.0,0.0,1.0,0.0,0,270.0,25.0,1.0,3.0,0,4.0,0,0,2,8,0
1599,93.0,1,0.0,0.0,0.0,0.0,0,160.0,18.0,3.0,2.0,0,3.0,0,0,0,6,0
1600,90.0,1,0.0,0.0,0.0,0.0,0,200.0,14.0,1.0,0.0,0,5.0,0,0,6,4,0
1601,100.0,3,0.0,0.0,0.0,0.0,0,340.0,23.0,13.0,0.0,0,8.0,0,0,8,8,0
1602,100.0,3,0.0,2.0,0.0,0.0,0,360.0,20.0,12.0,1.0,0,9.0,2,0,8,15,0
1603,90.0,1,0.0,0.0,0.0,0.0,0,190.0,14.0,1.0,0.0,0,5.0,0,0,6,4,0
1604,50.0,2,0.0,0.5,0.5,0.0,0,180.0,10.0,6.0,0.0,0,5.0,0,0,6,2,0
1605,50.0,2,0.0,0.5,0.5,0.0,0,210.0,10.0,7.0,0.0,0,5.0,0,0,4,6,0
1606,160.0,3,0.0,0.5,1.5,0.0,0,310.0,29.0,2.0,0.0,0,5.0,0,0,10,8,0
1607,150.0,3,0.0,0.5,1.5,0.0,0,440.0,27.0,3.0,0.0,0,5.0,0,0,10,8,0
1608,40.0,1,0.0,0.0,0.0,0.0,0,85.0,8.0,0.0,1.0,0,1.0,0,0,1,3,0
1609,40.0,1,0.0,0.0,0.0,0.0,0,85.0,8.0,0.0,1.0,0,1.0,0,0,1,3,0
1610,100.0,1,0.0,0.0,0.0,0.0,0,200.0,20.0,3.0,2.0,0,3.0,0,0,8,6,0
1611,190.0,5,1.0,0.0,0.0,0.0,5,438.0,29.0,1.0,2.0,0,6.0,0,0,4,10,0
1612,90.0,2,0.0,0.0,0.5,0.0,0,160.0,16.0,1.0,3.0,0,4.0,0,6,2,8,0
1613,100.0,3,0.0,0.0,0.0,0.0,0,280.0,17.0,8.0,1.0,1,9.0,0,0,2,8,0
1614,140.0,4,0.0,0.0,0.0,0.0,0,290.0,22.0,2.0,3.0,0,5.0,0,15,4,6,0
1615,120.0,0,0.0,0.0,0.0,0.0,0,190.0,27.0,1.0,8.0,0,3.0,0,2,2,8,0
1616,110.0,2,0.0,0.0,0.0,0.0,0,210.0,21.0,4.0,3.0,0,6.0,0,0,0,6,0
1617,70.0,1,0.0,0.0,0.0,0.0,0,160.0,13.0,1.0,3.0,0,2.0,0,0,4,6,0
1618,100.0,1,0.0,0.0,0.0,0.0,0,220.0,21.0,1.0,2.0,0,3.0,0,0,4,6,0
1619,70.0,1,0.0,0.0,0.0,0.0,0,130.0,12.0,0.0,1.0,0,2.0,0,0,10,4,0
1620,130.0,2,0.0,0.0,0.0,0.0,0,310.0,24.0,1.0,2.0,0,4.0,0,0,2,6,0
1621,120.0,2,0.0,0.0,0.0,0.0,0,250.0,22.0,0.0,1.0,0,4.0,0,0,0,2,0
1622,10.0,0,0.0,0.5,0.0,0.0,0,250.0,32.0,3.0,2.0,0,6.0,0,0,2,10,0
1623,170.0,1,0.0,0.0,0.0,0.0,0,360.0,33.0,4.0,1.0,0,8.0,0,0,0,10,0
1624,150.0,5,2.0,0.0,0.0,0.0,0,230.0,23.0,3.0,0.0,0,4.0,0,10,4,4,0
1625,120.0,3,0.0,0.0,0.0,0.0,0,180.0,16.0,5.0,2.0,0,8.0,0,0,4,15,0
1626,120.0,2,0.0,0.0,1.0,0.0,0,230.0,23.0,1.0,2.0,0,4.0,0,0,4,6,0
1627,120.0,2,0.0,0.0,1.0,0.0,0,230.0,23.0,1.0,2.0,0,4.0,0,0,4,6,0
1628,140.0,2,0.0,0.0,1.0,0.0,0,260.0,27.0,1.0,3.0,0,4.0,0,0,4,8,0
1629,140.0,2,0.0,0.0,1.0,0.0,0,260.0,27.0,1.0,3.0,0,4.0,0,0,4,8,0
1630,110.0,2,0.0,0.0,0.5,0.0,0,190.0,20.0,3.0,4.0,0,5.0,0,0,0,8,0
1631,110.0,2,0.0,0.0,0.5,0.0,0,190.0,20.0,3.0,3.0,0,5.0,0,0,0,8,0
1632,110.0,1,0.0,0.0,0.0,0.0,0,240.0,21.0,0.0,1.0,0,4.0,0,0,8,8,0
1633,70.0,1,0.0,0.0,0.0,0.0,0,170.0,14.0,1.0,1.0,0,2.0,0,0,2,6,0
1634,210.0,1,0.0,0.0,0.0,0.0,0,410.0,43.0,2.0,1.0,0,7.0,0,0,10,10,0
1635,110.0,1,0.0,0.0,0.0,0.0,0,220.0,22.0,1.0,1.0,0,5.0,0,2,4,8,0
1636,90.0,2,0.0,0.0,0.0,0.0,0,210.0,16.0,1.0,1.0,0,3.0,0,0,6,6,0
1637,110.0,2,0.0,0.0,0.0,0.0,0,290.0,20.0,1.0,2.0,0,3.0,0,0,4,6,0
1638,80.0,1,0.0,0.0,0.0,0.0,0,220.0,14.0,1.0,1.0,0,3.0,0,0,4,4,0
1639,100.0,2,0.0,0.0,0.5,0.0,0,170.0,18.0,1.0,3.0,0,3.0,15,0,10,6,0
1640,90.0,2,0.0,0.0,0.0,0.0,0,180.0,16.0,1.0,3.0,0,2.0,0,0,4,4,0
1641,100.0,1,0.0,0.0,0.5,0.0,0,170.0,20.0,3.0,4.0,0,5.0,0,0,4,6,0
1642,120.0,2,0.0,0.0,0.5,0.0,0,180.0,22.0,1.0,4.0,0,4.0,0,0,8,6,0
1643,110.0,2,0.0,0.0,0.5,0.0,0,180.0,21.0,1.0,3.0,0,4.0,0,0,6,8,0
1644,120.0,2,0.0,0.0,1.0,0.0,0,170.0,22.0,2.0,4.0,0,4.0,0,0,4,6,0
1645,120.0,2,0.0,0.0,1.0,0.0,0,180.0,22.0,1.0,3.0,0,3.0,0,0,2,8,0
1646,100.0,2,0.0,0.0,1.0,0.0,0,200.0,18.0,3.0,3.0,0,4.0,15,0,10,4,0
1647,90.0,1,0.0,0.0,0.0,0.0,0,180.0,18.0,1.0,2.0,0,3.0,15,0,10,6,0
1648,90.0,2,0.0,0.0,0.5,0.0,0,190.0,18.0,4.0,3.0,0,4.0,10,0,10,6,0
1649,90.0,2,0.0,0.0,0.5,0.0,0,200.0,17.0,1.0,2.0,0,3.0,10,0,10,6,0
1650,100.0,2,0.0,0.0,0.5,0.0,0,170.0,21.0,6.0,2.0,0,4.0,0,0,2,6,0
1651,110.0,2,0.0,0.0,1.0,0.0,0,170.0,18.0,3.0,2.0,0,7.0,0,0,2,6,0
1652,110.0,2,0.0,0.0,1.0,0.0,0,170.0,21.0,3.0,4.0,0,5.0,20,0,8,6,0
1653,100.0,2,0.0,0.0,1.0,0.0,0,170.0,21.0,5.0,3.0,0,5.0,0,0,0,6,0
1654,100.0,2,0.0,0.0,1.0,0.0,0,170.0,20.0,6.0,3.0,0,4.0,20,0,10,6,0
1655,80.0,1,0.0,0.0,0.0,0.0,0,170.0,18.0,5.0,2.0,0,5.0,0,0,4,4,0
1656,80.0,1,0.0,0.0,0.0,0.0,0,210.0,14.0,1.0,1.0,0,2.0,0,0,4,4,0
1657,80.0,1,0.0,0.0,0.0,0.0,0,220.0,15.0,1.0,1.0,0,2.0,0,0,4,4,0
1658,110.0,2,0.0,0.0,0.0,0.0,0,290.0,20.0,1.0,2.0,0,3.0,0,0,4,6,0
1659,100.0,1,0.0,0.0,0.0,0.0,0,120.0,21.0,4.0,1.0,0,7.0,25,0,0,6,0
1660,90.0,1,0.0,0.0,0.0,0.0,0,190.0,17.0,2.0,1.0,0,4.0,0,6,2,4,0
1661,130.0,4,0.5,0.0,0.0,0.0,0,160.0,20.0,1.0,1.0,0,3.0,0,0,2,2,0
1662,110.0,1,0.0,0.0,0.0,0.0,0,130.0,22.0,3.0,0.0,0,4.0,0,0,4,6,0
1663,140.0,2,0.0,1.0,0.5,0.0,0,270.0,30.0,3.0,3.0,0,5.0,0,0,0,6,0
1664,210.0,2,0.5,0.5,0.5,0.0,0,440.0,43.0,2.0,3.0,0,7.0,0,0,4,10,0
1665,200.0,2,0.0,0.0,0.5,0.0,0,290.0,40.0,2.0,9.0,0,6.0,0,0,15,15,0
1666,200.0,2,0.0,0.0,0.5,0.0,0,330.0,38.0,2.0,2.0,0,7.0,0,0,8,4,0
1667,180.0,2,0.0,0.0,0.5,0.0,0,370.0,35.0,5.0,5.0,0,9.0,0,0,6,10,0
1668,210.0,2,0.0,0.0,0.5,0.0,0,320.0,41.0,1.0,7.0,0,7.0,0,0,15,8,0
1669,200.0,2,0.5,0.0,0.5,0.0,20,330.0,37.0,1.0,2.0,0,7.0,0,0,10,20,0
1670,70.0,0,0.0,0.0,0.0,0.0,0,135.0,13.0,0.0,0.0,0,3.0,0,0,2,4,0
1671,70.0,1,0.0,0.0,0.0,0.0,0,130.0,14.0,1.0,2.0,0,3.0,0,0,2,6,0
1672,70.0,1,0.0,0.0,0.0,0.0,0,130.0,14.0,0.0,2.0,0,3.0,0,0,2,6,0
1673,100.0,2,0.0,0.0,0.0,0.0,0,210.0,18.0,3.0,0.0,0,4.0,0,0,0,0,0
1674,100.0,2,0.0,0.0,0.0,0.0,0,230.0,18.0,3.0,0.0,0,4.0,0,0,0,0,0
1675,100.0,2,0.0,0.0,0.0,0.0,0,200.0,19.0,4.0,0.0,0,5.0,0,0,0,0,0
1676,100.0,2,0.5,0.0,0.0,0.0,0,200.0,18.0,4.0,0.0,0,5.0,0,0,0,0,0
1677,100.0,2,0.0,0.0,0.0,0.0,0,220.0,18.0,4.0,0.0,0,4.0,0,0,0,0,0
1678,100.0,2,0.0,0.0,0.0,0.0,0,220.0,15.0,4.0,0.0,0,7.0,0,0,0,0,0
1679,110.0,3,0.0,0.0,0.0,0.0,0,230.0,15.0,4.0,0.0,0,7.0,0,0,0,0,0
1680,110.0,2,0.0,0.0,0.0,0.0,0,210.0,19.0,3.0,0.0,0,4.0,0,0,0,0,0
1681,80.0,1,0.0,0.0,0.0,0.0,0,130.0,14.0,4.0,1.0,0,3.0,0,0,0,6,0
1682,110.0,2,0.0,0.0,0.0,0.0,0,200.0,22.0,3.0,3.0,0,4.0,0,0,2,4,0
1683,130.0,3,0.0,0.0,0.0,0.0,0,170.0,25.0,2.0,4.0,0,4.0,0,0,2,8,0
1684,70.0,1,0.0,0.0,0.0,0.0,0,160.0,14.0,2.0,1.0,0,4.0,0,0,4,4,0
1685,120.0,1,0.0,0.0,0.0,0.0,0,220.0,27.0,5.0,2.0,0,5.0,0,0,8,8,0
1686,100.0,1,0.0,0.0,0.0,0.0,0,130.0,25.0,6.0,1.0,0,4.0,0,0,8,6,0
1687,110.0,1,0.0,0.0,0.0,0.0,0,210.0,28.0,9.0,1.0,0,5.0,0,0,15,8,0
1688,120.0,1,0.0,0.0,0.0,0.0,0,220.0,23.0,3.0,2.0,0,6.0,0,0,6,8,0
1689,130.0,1,0.0,0.0,0.0,0.0,0,220.0,26.0,2.0,1.0,0,4.0,0,0,8,8,0
1690,140.0,1,0.0,0.0,0.0,0.0,0,210.0,28.0,1.0,5.0,0,4.0,0,0,8,8,0
1691,140.0,1,0.0,0.0,0.0,0.0,0,230.0,31.0,1.0,6.0,0,4.0,0,0,2,8,0
1692,160.0,1,0.0,0.0,0.0,0.0,0,240.0,32.0,1.0,5.0,0,5.0,0,0,8,10,0
1693,110.0,1,0.0,0.0,0.0,0.0,0,190.0,24.0,5.0,3.0,0,6.0,0,0,4,6,0
1694,110.0,1,0.0,0.0,0.0,0.0,0,160.0,25.0,5.0,6.0,0,4.0,0,0,4,8,0
1695,110.0,1,0.0,0.0,0.0,0.0,0,190.0,24.0,5.0,3.0,0,5.0,0,0,4,8,0
1696,110.0,1,0.0,0.0,0.0,0.0,0,210.0,25.0,4.0,3.0,0,4.0,0,0,4,8,0
1697,100.0,1,0.0,0.0,0.0,0.0,0,230.0,22.0,5.0,1.0,0,4.0,0,0,4,6,0
1698,120.0,1,0.0,0.0,0.0,0.0,0,200.0,25.0,1.0,5.0,0,4.0,0,0,4,8,0
1699,130.0,1,0.5,0.0,0.0,0.0,0,220.0,24.0,1.0,4.0,0,4.0,0,0,6,8,0
1700,120.0,1,0.0,0.0,0.0,0.0,0,260.0,24.0,2.0,4.0,0,4.0,0,0,6,15,0
1701,120.0,1,0.0,0.0,0.0,0.0,0,210.0,24.0,1.0,6.0,0,4.0,0,0,4,8,0
1702,120.0,1,0.0,0.0,0.0,0.0,0,220.0,24.0,1.0,4.0,0,4.0,0,0,6,8,0
1703,120.0,1,0.0,0.0,0.0,0.0,0,220.0,23.0,2.0,3.0,0,4.0,0,0,4,8,0
1704,120.0,1,0.0,0.0,0.0,0.0,0,240.0,24.0,1.0,3.0,0,4.0,0,0,4,8,0
1705,240.0,2,0.5,0.0,0.0,0.0,0,400.0,49.0,7.0,7.0,0,10.0,0,0,10,10,0
1706,240.0,4,1.0,0.5,1.5,0.0,0,430.0,44.0,4.0,10.0,0,10.0,30,0,10,15,0
1707,110.0,2,0.5,0.0,0.0,0.0,0,170.0,20.0,1.0,6.0,0,3.0,0,0,4,6,0
1708,110.0,2,0.0,0.0,0.0,0.0,0,210.0,19.0,1.0,3.0,0,4.0,0,0,4,6,0
1709,160.0,2,0.5,0.0,0.0,0.0,0,240.0,30.0,1.0,8.0,0,5.0,0,0,2,8,0
1710,90.0,1,0.0,0.0,0.0,0.0,0,200.0,18.0,1.0,1.0,0,4.0,0,0,8,6,0
1711,110.0,2,0.0,0.0,0.0,0.0,0,170.0,20.0,1.0,5.0,0,4.0,0,0,0,6,0
1712,110.0,4,0.5,1.0,2.0,0.0,5,210.0,17.0,1.0,9.0,0,2.0,0,0,6,2,0
1713,110.0,4,0.5,0.0,0.0,0.0,5,190.0,17.0,0.0,8.0,0,2.0,0,0,4,2,0
1714,110.0,2,0.0,0.0,0.0,0.0,0,250.0,21.0,3.0,3.0,0,5.0,0,0,0,4,0
1715,140.0,2,0.0,0.0,0.0,0.0,0,270.0,26.0,2.0,2.0,0,7.0,0,0,0,10,0
1716,140.0,1,0.0,0.0,0.0,0.0,0,280.0,28.0,1.0,2.0,0,6.0,0,0,0,10,0
1717,130.0,2,0.0,0.0,0.0,0.0,0,230.0,27.0,5.0,2.0,0,7.0,0,0,2,8,0
1718,120.0,3,0.0,0.0,0.0,0.0,0,5.0,22.0,2.0,3.0,0,2.0,0,6,0,4,0
1719,100.0,1,0.0,0.0,0.0,0.0,0,170.0,21.0,1.0,3.0,0,2.0,0,4,0,4,0
1720,90.0,2,0.0,1.5,0.0,0.0,0,135.0,17.0,1.0,3.0,0,1.0,0,0,0,4,0
1721,90.0,2,0.0,1.5,0.0,0.0,0,135.0,17.0,1.0,3.0,0,1.0,0,0,0,4,0
1722,180.0,5,0.0,0.0,0.0,0.0,0,300.0,27.0,1.0,3.0,0,4.0,0,0,4,2,0
1723,160.0,5,0.0,0.0,0.0,0.0,0,310.0,25.0,1.0,2.0,0,4.0,0,0,4,2,0
1724,5.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1,0.0,0,0,0,0,1
1725,35.0,0,0.0,0.0,0.0,0.0,0,0.0,13.0,0.0,0.0,13,0.0,0,0,0,0,0
1726,60.0,0,0.0,0.0,0.0,0.0,0,0.0,14.0,0.0,14.0,0,0.0,0,0,0,0,0
1727,45.0,2,1.0,0.0,0.0,0.0,0,95.0,13.0,0.0,0.0,13,0.0,0,0,0,0,0
1728,110.0,3,1.0,0.0,0.0,0.0,0,40.0,20.0,1.0,11.0,0,2.0,2,0,2,0,0
1729,110.0,2,1.0,0.0,0.0,0.0,0,30.0,20.0,1.0,10.0,0,2.0,0,0,2,0,0
1730,110.0,3,1.0,0.0,0.0,0.0,0,40.0,20.0,1.0,11.0,0,2.0,2,0,2,0,0
1731,80.0,2,0.0,0.0,0.0,0.0,0,30.0,16.0,1.0,6.0,0,1.0,0,0,0,0,0
1732,35.0,0,0.0,0.0,0.0,0.0,0,80.0,17.0,0.0,0.0,17,0.0,0,0,0,0,0
1733,35.0,0,0.0,0.0,0.0,0.0,0,0.0,17.0,0.0,0.0,17,0.0,0,0,0,0,0
1734,30.0,0,0.0,0.0,0.0,0.0,0,0.0,15.0,0.0,0.0,15,0.0,0,0,0,0,0
1735,70.0,0,0.0,0.0,0.0,0.0,0,10.0,29.0,9.0,0.0,19,2.0,0,0,0,0,0
1736,25.0,0,0.0,0.0,0.0,0.0,0,65.0,13.0,0.0,0.0,13,0.0,0,0,0,0,0
1737,90.0,1,0.0,0.0,0.0,0.0,0,360.0,18.0,3.0,6.0,0,2.0,0,6,0,2,0
1738,40.0,0,0.0,0.0,0.0,0.0,0,360.0,8.0,2.0,3.0,0,2.0,45,4,2,4,0
1739,30.0,0,0.0,0.0,0.0,0.0,0,360.0,4.0,2.0,0.0,0,2.0,50,25,10,6,0
1740,30.0,0,0.0,0.0,0.0,0.0,0,360.0,4.0,2.0,0.0,0,2.0,50,25,10,6,0
1741,60.0,0,0.0,0.0,0.0,0.0,0,390.0,13.0,4.0,6.0,0,3.0,6,15,2,8,0
1742,20.0,0,0.0,0.0,0.0,0.0,0,390.0,4.0,2.0,2.0,0,1.0,6,4,2,4,1
1743,20.0,0,0.0,0.0,0.0,0.0,0,390.0,4.0,2.0,2.0,0,1.0,6,4,2,4,1
1744,60.0,1,0.0,0.0,0.0,0.0,0,10.0,14.0,2.0,7.0,0,1.0,0,4,0,2,0
1745,20.0,0,0.0,0.0,0.0,0.0,0,10.0,4.0,2.0,2.0,0,1.0,6,4,2,4,1
1746,80.0,0,0.0,0.0,0.0,0.0,0,390.0,15.0,4.0,0.0,0,4.0,2,8,2,8,0
1747,20.0,0,0.0,0.0,0.0,0.0,0,365.0,3.0,1.0,0.0,0,2.0,8,25,0,2,1
1748,70.0,1,0.0,0.0,0.0,0.0,25,250.0,0.0,0.0,0.0,0,15.0,0,0,0,0,0
1749,70.0,1,0.0,0.0,0.0,0.0,25,35.0,0.0,0.0,0.0,0,15.0,0,0,0,0,0
1750,50.0,1,0.0,0.0,0.0,0.0,20,150.0,0.0,0.0,0.0,0,11.0,0,0,0,0,0
1751,40.0,1,0.0,0.0,0.0,0.0,50,300.0,0.0,0.0,0.0,0,8.0,0,0,2,2,0
1752,40.0,1,0.0,0.0,0.0,0.0,50,300.0,0.0,0.0,0.0,0,8.0,0,0,2,2,0
1753,25.0,0,0.0,0.0,0.0,0.0,10,320.0,2.0,0.0,0.0,0,4.0,0,0,0,2,0
